Attention,53,Meditation,56,LED Status,0
Attention,50,Meditation,80,LED Status,1
Attention,50,Meditation,80,LED Status,1
Attention,38,Meditation,94,LED Status,1
Attention,38,Meditation,94,LED Status,1
Attention,41,Meditation,69,LED Status,1
Attention,48,Meditation,0,LED Status,1
Attention,48,Meditation,0,LED Status,1
Attention,40,Meditation,21,LED Status,1
Attention,40,Meditation,21,LED Status,1
Attention,21,Meditation,1,LED Status,1
Attention,21,Meditation,1,LED Status,0
Attention,13,Meditation,4,LED Status,0
Attention,13,Meditation,4,LED Status,0
Attention,1,Meditation,1,LED Status,0
Attention,1,Meditation,23,LED Status,0
Attention,1,Meditation,23,LED Status,0
Attention,17,Meditation,44,LED Status,0
Attention,17,Meditation,44,LED Status,0
Attention,1,Meditation,38,LED Status,0
Attention,1,Meditation,38,LED Status,0
Attention,13,Meditation,48,LED Status,0
Attention,13,Meditation,27,LED Status,0
Attention,13,Meditation,27,LED Status,0
Attention,14,Meditation,21,LED Status,0
Attention,14,Meditation,21,LED Status,0
Attention,27,Meditation,11,LED Status,0
Attention,27,Meditation,11,LED Status,0
Attention,27,Meditation,11,LED Status,0
Attention,27,Meditation,11,LED Status,0
Attention,27,Meditation,11,LED Status,0
Attention,26,Meditation,14,LED Status,0
Attention,26,Meditation,14,LED Status,0
Attention,53,Meditation,30,LED Status,0
Attention,53,Meditation,30,LED Status,1
Attention,53,Meditation,56,LED Status,1
Attention,53,Meditation,56,LED Status,1
Attention,57,Meditation,60,LED Status,1
Attention,51,Meditation,54,LED Status,1
Attention,51,Meditation,54,LED Status,1
Attention,50,Meditation,53,LED Status,1
Attention,50,Meditation,53,LED Status,1
Attention,43,Meditation,35,LED Status,1
Attention,43,Meditation,35,LED Status,1
Attention,38,Meditation,38,LED Status,1
Attention,43,Meditation,35,LED Status,1
Attention,43,Meditation,35,LED Status,1
Attention,48,Meditation,37,LED Status,1
Attention,48,Meditation,37,LED Status,1
Attention,64,Meditation,21,LED Status,1
Attention,64,Meditation,21,LED Status,1
Attention,80,Meditation,47,LED Status,1
Attention,100,Meditation,56,LED Status,1
Attention,100,Meditation,56,LED Status,1
Attention,97,Meditation,47,LED Status,1
Attention,97,Meditation,47,LED Status,1
Attention,81,Meditation,51,LED Status,1
Attention,81,Meditation,51,LED Status,1
Attention,66,Meditation,24,LED Status,1
Attention,44,Meditation,38,LED Status,1
Attention,44,Meditation,38,LED Status,1
Attention,41,Meditation,53,LED Status,1
Attention,41,Meditation,53,LED Status,1
Attention,44,Meditation,77,LED Status,1
Attention,43,Meditation,83,LED Status,1
Attention,43,Meditation,83,LED Status,1
Attention,64,Meditation,64,LED Status,1
Attention,64,Meditation,64,LED Status,1
Attention,63,Meditation,60,LED Status,1
Attention,63,Meditation,60,LED Status,1
Attention,57,Meditation,41,LED Status,1
Attention,57,Meditation,41,LED Status,1
Attention,61,Meditation,35,LED Status,1
Attention,38,Meditation,44,LED Status,1
Attention,38,Meditation,44,LED Status,1
Attention,35,Meditation,56,LED Status,1
Attention,35,Meditation,56,LED Status,1
Attention,35,Meditation,66,LED Status,1
Attention,35,Meditation,66,LED Status,1
Attention,47,Meditation,90,LED Status,1
Attention,51,Meditation,67,LED Status,1
Attention,51,Meditation,67,LED Status,1
Attention,47,Meditation,67,LED Status,1
Attention,47,Meditation,67,LED Status,1
Attention,40,Meditation,40,LED Status,1
Attention,40,Meditation,40,LED Status,1
Attention,27,Meditation,27,LED Status,1
Attention,27,Meditation,27,LED Status,0
Attention,14,Meditation,63,LED Status,0
Attention,13,Meditation,51,LED Status,0
Attention,13,Meditation,51,LED Status,0
Attention,24,Meditation,69,LED Status,0
Attention,24,Meditation,69,LED Status,0
Attention,23,Meditation,78,LED Status,0
Attention,23,Meditation,78,LED Status,0
Attention,41,Meditation,63,LED Status,0
Attention,50,Meditation,74,LED Status,1
Attention,50,Meditation,74,LED Status,1
Attention,40,Meditation,74,LED Status,1
Attention,40,Meditation,74,LED Status,1
Attent
