Attention,83,Meditation,54,LED Status,0
Attention,75,Meditation,57,LED Status,1
Attention,75,Meditation,57,LED Status,1
Attention,94,Meditation,57,LED Status,1
Attention,87,Meditation,57,LED Status,1
Attention,87,Meditation,57,LED Status,1
Attention,78,Meditation,57,LED Status,1
Attention,78,Meditation,57,LED Status,1
Attention,67,Meditation,48,LED Status,1
Attention,67,Meditation,48,LED Status,1
Attention,41,Meditation,26,LED Status,1
Attention,48,Meditation,21,LED Status,1
Attention,48,Meditation,21,LED Status,1
Attention,48,Meditation,30,LED Status,1
Attention,48,Meditation,30,LED Status,1
Attention,50,Meditation,41,LED Status,1
Attention,50,Meditation,41,LED Status,1
Attention,81,Meditation,60,LED Status,1
Attention,81,Meditation,60,LED Status,1
Attention,84,Meditation,64,LED Status,1
Attention,83,Meditation,50,LED Status,1
Attention,83,Meditation,50,LED Status,1
Attention,66,Meditation,41,LED Status,1
Attention,66,Meditation,41,LED Status,1
Attention,29,Meditation,43,LED Status,1
Attention,29,Meditation,43,LED Status,0
Attention,13,Meditation,38,LED Status,0
Attention,21,Meditation,48,LED Status,0
Attention,21,Meditation,48,LED Status,0
Attention,26,Meditation,50,LED Status,0
Attention,26,Meditation,50,LED Status,0
Attention,51,Meditation,47,LED Status,0
Attention,51,Meditation,47,LED Status,1
Attention,51,Meditation,43,LED Status,1
Attention,44,Meditation,35,LED Status,1
Attention,44,Meditation,35,LED Status,1
Attention,53,Meditation,48,LED Status,1
Attention,53,Meditation,48,LED Status,1
Attention,51,Meditation,47,LED Status,1
Attention,51,Meditation,47,LED Status,1
Attention,63,Meditation,53,LED Status,1
Attention,57,Meditation,51,LED Status,1
Attention,57,Meditation,51,LED Status,1
Attention,57,Meditation,51,LED Status,1
Attention,57,Meditation,51,LED Status,1
Attention,51,Meditation,30,LED Status,1
Attention,51,Meditation,30,LED Status,1
Attention,48,Meditation,11,LED Status,1
Attention,48,Meditation,11,LED Status,1
Attention,53,Meditation,23,LED Status,1
Attention,54,Meditation,40,LED Status,1
Attention,54,Meditation,40,LED Status,1
Attention,66,Meditation,38,LED Status,1
Attention,66,Meditation,38,LED Status,1
Attention,75,Meditation,53,LED Status,1
Attention,75,Meditation,53,LED Status,1
Attention,78,Meditation,47,LED Status,1
Attention,69,Meditation,40,LED Status,1
Attention,69,Meditation,40,LED Status,1
Attention,67,Meditation,51,LED Status,1
Attention,67,Meditation,51,LED Status,1
Attention,67,Meditation,54,LED Status,1
Attention,67,Meditation,54,LED Status,1
Attention,77,Meditation,50,LED Status,1
Attention,96,Meditation,47,LED Status,1
Attention,96,Meditation,47,LED Status,1
Attention,75,Meditation,53,LED Status,1
Attention,75,Meditation,53,LED Status,1
Attention,64,Meditation,51,LED Status,1
Attention,64,Meditation,51,LED Status,1
Attention,56,Meditation,44,LED Status,1
Attention,50,Meditation,47,LED Status,1
Attention,50,Meditation,47,LED Status,1
Attention,63,Meditation,34,LED Status,1
Attention,63,Meditation,34,LED Status,1
Attention,64,Meditation,41,LED Status,1
Attention,64,Meditation,41,LED Status,1
Attention,69,Meditation,30,LED Status,1
Attention,69,Meditation,30,LED Status,1
Attention,69,Meditation,30,LED Status,1
Attention,57,Meditation,38,LED Status,1
Attention,57,Meditation,38,LED Status,1
Attention,44,Meditation,24,LED Status,1
Attention,44,Meditation,24,LED Status,1
Attention,24,Meditation,34,LED Status,1
Attention,24,Meditation,34,LED Status,0
Attention,37,Meditation,40,LED Status,0
Attention,35,Meditation,44,LED Status,1
Attention,35,Meditation,44,LED Status,1
Attention,50,Meditation,51,LED Status,1
Attention,50,Meditation,51,LED Status,1
Attention,69,Meditation,63,LED Status,1
Attention,69,Meditation,63,LED Status,1
Attention,57,Meditation,50,LED Status,1
Attention,60,Meditation,51,LED Status,1
Attention,60,Meditation,51,LED Status,1
Attention,43,Meditation,50,LED Status,1
Attention,43,Meditation,50,LED Status,1
Attention,48,Meditation,50,LED Status,1
Attention,48,Meditation,50,LED Status
